High-school Track,R,I,A,S,E,C,Skills,Courses and Certificates,Work Style,Passion and Goals,Faculty,Typical Degree,Program/Major,Primary Campus
Arts and Humanities,False,True,False,False,False,True,"Writing, Critical Thinking, Memory, Analysis, Arabic","World History, eight Workshop","Lab/Research, Office/Data","analysis, to innovate",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,False,False,True,True,"Research, Analysis, Communication, Communication","Lebanese History, Historiography, ICDL","Lab/Research, Office/Data","research, to build",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,False,False,False,True,"Writing, Research, French","Lebanese History, ICDL",Lab/Research,"past, to research",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,False,False,False,False,False,"Memory, Research, Arabic","Lebanese History, World History, TOEFL","Lab/Research, Office/Data","past, to lead",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,True,False,False,True,"Communication, Analysis, Research","Historical Research Methods, Summer Program",Lab/Research,"heritage, to research",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,False,False,True,True,"Writing, Critical Thinking, Memory, Research, Research","Lebanese History, Archaeology, First Aid",Lab/Research,"past, to build",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,False,False,False,True,"Memory, Critical Thinking, Communication, Arabic","Archaeology, TOEFL",Lab/Research,"research, career",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,False,False,False,False,True,"Memory, Critical Thinking, Microsoft Office","Historiography, TOEFL","Lab/Research, Office/Data","heritage, to research",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,True,True,False,False,False,True,"Communication, Analysis, Time Management, Arabic","World History, IELTS",Lab/Research,"heritage, to help people",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,False,False,False,True,"Critical Thinking, Communication, Communication","Historical Research Methods, Summer Program",Lab/Research,"culture, to research",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,False,False,False,True,"Critical Thinking, Writing, Microsoft Office, Communication","Historical Research Methods, Lebanese History, Summer Program","Lab/Research, Office/Data","analysis, to build",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,True,False,True,True,"Writing, Critical Thinking, French","Historiography, Historical Research Methods, TOEFL",Lab/Research,"culture, career",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,True,False,False,True,"Research, Analysis, Writing, Arabic, French","Lebanese History, Summer Program",Lab/Research,"heritage, to innovate",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,False,False,False,True,"Memory, Analysis, Critical Thinking, Communication, Arabic, Microsoft Office","Lebanese History, First Aid",Lab/Research,"research, to understand",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,False,False,False,True,"Analysis, Memory, Critical Thinking, Research, Research","Historical Research Methods, World History, First Aid",Lab/Research,"analysis, career",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Arts and Humanities,False,True,False,False,False,True,"Communication, Critical Thinking, English, Arabic","Archaeology, First Aid","Lab/Research, Office/Data","culture, career",Faculty of Letters & Human Sciences,"BA, MA, PhD",History,5 branches across provinces
Sociology and Economics,False,False,False,False,True,True,"Data Analysis, Programming, Excel, Communication, French","IT Management, IELTS",Office/Data,"management, to research",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Communication, Data Analysis, Programming, Microsoft Office, Communication","IT Management, Database Management, Summer Program","Office/Data, Business","data systems, to innovate",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,False,True,True,"Communication, Business, Problem Solving, Excel, Microsoft Office","Database Management, Business Intelligence, ICDL","Office/Data, Business","IT solutions, to innovate",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,True,False,False,False,True,True,"Excel, Business, Problem Solving, Communication, French, Time Management","Project Management, TOEFL",Office/Data,"management, to lead",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,False,True,True,"Excel, Problem Solving, Arabic, French","Project Management, IT Management, ICDL","Office/Data, Business","efficiency, career",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,True,True,True,"Problem Solving, Communication, Excel, Time Management","Business Intelligence, Database Management, ICDL",Office/Data,"IT solutions, to create",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,True,False,True,True,"Business, Excel, Communication, Programming, Time Management, Communication","Database Management, Project Management, TOEFL",Office/Data,"business technology, to understand",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,False,True,True,"Problem Solving, Data Analysis, Programming, English","Database Management, IT Management, ICDL",Office/Data,"business technology, to create",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Data Analysis, Business, Excel, Communication, Arabic, Microsoft Office","Database Management, Systems Analysis, thank Workshop",Office/Data,"efficiency, to understand",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,False,True,True,"Excel, Programming, Business, Data Analysis, Time Management, Microsoft Office","Systems Analysis, TOEFL",Office/Data,"IT solutions, to innovate",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,False,True,True,"Excel, Problem Solving, Communication, Communication, Time Management","Project Management, ICDL","Office/Data, Business","efficiency, to research",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,True,True,True,"Problem Solving, Programming, Research","Business Intelligence, Summer Program","Office/Data, Business","data systems, to research",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,True,True,True,"Data Analysis, Problem Solving, Business, Excel, French","Project Management, Summer Program",Office/Data,"IT solutions, career",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,False,True,True,"Excel, Data Analysis, Programming, Microsoft Office","Database Management, Business Intelligence, ICDL",Office/Data,"business technology, to build",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,False,True,True,"Programming, Data Analysis, Time Management","IT Management, better Workshop",Office/Data,"data systems, to lead",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Programming, Excel, Communication, Microsoft Office","Systems Analysis, IELTS",Office/Data,"data systems, to create",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,False,True,False,"Programming, Problem Solving, Business, Arabic","IT Management, ICDL","Office/Data, Business","efficiency, to build",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,True,False,False,False,True,True,"Business, Programming, English","IT Management, Project Management, TOEFL",Office/Data,"IT solutions, to understand",Faculty of Economics & Business Administration,BS,Management & Information Systems (MIS),Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Organization, Excel, Arabic, English","Financial Accounting, test Workshop",Office/Data,"organization, to research",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,False,"Analysis, Excel, Organization, French","Bookkeeping, Taxation, Summer Program",Office/Data,"corporate, to help people",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Accounting Software, Organization, Research, English","Bookkeeping, Summer Program",Office/Data,"corporate, to lead",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Analysis, Attention to Detail, Organization, Mathematics, Microsoft Office","Managerial Accounting, First Aid",Office/Data,"finance, to create",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Accounting Software, Analysis, Excel, Research","Managerial Accounting, Auditing, mother Workshop",Office/Data,"numbers, to create",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Analysis, Organization, Arabic","Managerial Accounting, Financial Accounting, IELTS",Office/Data,"corporate, to help people",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Mathematics, Excel, Accounting Software, Attention to Detail, Communication, Microsoft Office","Financial Accounting, TOEFL",Office/Data,"corporate, to understand",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Organization, Mathematics, English","Auditing, Taxation, IELTS",Office/Data,"corporate, to help people",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Analysis, Attention to Detail, Mathematics, Organization, French","Auditing, TOEFL",Office/Data,"numbers, to create",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Organization, Excel, English","Bookkeeping, TOEFL",Office/Data,"organization, to build",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,True,False,False,False,False,False,"Excel, Mathematics, Analysis, Communication, French","Taxation, Bookkeeping, IELTS",Office/Data,"accuracy, to understand",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Mathematics, Accounting Software, English","Auditing, Summer Program",Office/Data,"numbers, to research",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,True,False,False,False,True,"Accounting Software, Attention to Detail, Organization, Communication, Microsoft Office","Financial Accounting, Auditing, First Aid",Office/Data,"organization, career",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,True,True,False,False,False,True,"Attention to Detail, Excel, Analysis, Microsoft Office, Communication","Taxation, director Workshop",Office/Data,"accuracy, to help people",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,True,False,False,True,"Mathematics, Analysis, Microsoft Office, Time Management","Managerial Accounting, Auditing, Summer Program",Office/Data,"auditing, to create",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Analysis, Accounting Software, Attention to Detail, Organization, Arabic, Time Management","Bookkeeping, Taxation, TOEFL",Office/Data,"organization, to create",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Mathematics, Attention to Detail, Analysis, Communication","Managerial Accounting, Auditing, arm Workshop",Office/Data,"accuracy, to build",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,False,False,False,False,True,"Organization, Attention to Detail, Microsoft Office, Communication","Financial Accounting, Managerial Accounting, stock Workshop",Office/Data,"auditing, to innovate",Faculty of Economics & Business Administration,BS,Accounting,Multiple branches
Sociology and Economics,False,True,False,True,True,True,"Statistics, Mathematics, Analysis, Excel, Time Management","Risk Management, Corporate Finance, some Workshop",Office/Data,"wealth management, to help people",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Analysis, Mathematics, English","Investments, assume Workshop","Office/Data, Business","investments, to research",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,True,True,False,False,True,True,"Analysis, Mathematics, Statistics, Microsoft Office","Financial Markets, TOEFL",Office/Data,"economics, to understand",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,False,True,"Mathematics, Economics, Excel, Statistics, English, Microsoft Office","Economic Analysis, Financial Markets, IELTS",Office/Data,"investments, career",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Economics, Statistics, Analysis, English","Corporate Finance, Risk Management, ICDL","Office/Data, Business","investments, to innovate",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Statistics, Excel, Mathematics, Time Management, Communication","Risk Management, Summer Program",Office/Data,"analysis, career",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Economics, Mathematics, Analysis, Research","Financial Markets, Investments, threat Workshop",Office/Data,"markets, career",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,True,False,False,False,"Mathematics, Risk Assessment, Research, English","Investments, reduce Workshop",Office/Data,"investments, to research",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Economics, Excel, Statistics, Risk Assessment, Time Management","Investments, Financial Markets, usually Workshop",Office/Data,"markets, career",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Statistics, Analysis, Microsoft Office","Financial Markets, Summer Program","Office/Data, Business","markets, to research",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,True,True,False,False,True,True,"Economics, Statistics, Time Management","Risk Management, Corporate Finance, IELTS",Office/Data,"financial planning, to lead",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,False,True,"Mathematics, Economics, English, Microsoft Office","Economic Analysis, trouble Workshop","Office/Data, Business","investments, to understand",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Statistics, Excel, Analysis, Communication","Corporate Finance, Investments, may Workshop",Office/Data,"wealth management, to create",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,False,False,True,True,False,"Economics, Risk Assessment, Mathematics, Microsoft Office, Time Management","Corporate Finance, Risk Management, First Aid",Office/Data,"wealth management, to build",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,True,False,"Statistics, Excel, Microsoft Office, Time Management","Investments, Risk Management, IELTS",Office/Data,"investments, to help people",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Risk Assessment, Analysis, Statistics, Economics, Arabic, English","Economic Analysis, IELTS","Office/Data, Business","analysis, to research",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Economics, Analysis, Microsoft Office, Arabic","Economic Analysis, Risk Management, First Aid",Office/Data,"wealth management, to help people",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,True,True,False,False,True,True,"Risk Assessment, Excel, Analysis, French","Risk Management, Corporate Finance, Summer Program",Office/Data,"economics, to create",Faculty of Economics & Business Administration,BS,Finance,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Communication, Social Media, Creativity, Research, Research","Consumer Behavior, ICDL",Business,"social media, to create",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,True,True,False,"Creativity, Research, Time Management, French","Marketing Principles, Brand Management, Summer Program","Business, Creative/Design","social media, to lead",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Communication, Creativity, Strategy, Social Media, English","Consumer Behavior, IELTS",Business,"advertising, to create",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Communication, Strategy, Creativity, Time Management","Marketing Principles, ICDL",Business,"sales, to innovate",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,False,False,True,False,"Strategy, Communication, Presentation, Research, Microsoft Office","Digital Marketing, Market Research, ICDL","Business, Creative/Design","sales, to build",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Presentation, Creativity, French","Consumer Behavior, Marketing Principles, Summer Program",Business,"strategy, to create",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Strategy, Creativity, Research, Social Media, Arabic, Research","Brand Management, IELTS","Business, Creative/Design","social media, to understand",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Presentation, Strategy, Arabic, French","Marketing Principles, ICDL",Business,"sales, to lead",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Social Media, Research, Presentation, Time Management","Brand Management, First Aid",Business,"social media, to help people",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Creativity, Presentation, Research, Microsoft Office, French","Marketing Principles, Digital Marketing, ICDL",Business,"brands, career",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,True,False,True,False,True,False,"Strategy, Presentation, Arabic","Digital Marketing, Summer Program",Business,"brands, to research",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Presentation, Strategy, Research, Microsoft Office","Consumer Behavior, ICDL","Business, Creative/Design","social media, to lead",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Communication, Presentation, Strategy, French","Market Research, Summer Program",Business,"strategy, to lead",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Presentation, Strategy, Research, English","Marketing Principles, Market Research, may Workshop","Business, Creative/Design","brands, to build",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Communication, Creativity, Strategy, Arabic","Brand Management, ICDL",Business,"strategy, to lead",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,True,True,False,"Presentation, Social Media, Communication, Communication, French","Consumer Behavior, Market Research, Summer Program",Business,"social media, to innovate",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,False,False,"Social Media, Communication, French","Consumer Behavior, Market Research, ICDL","Business, Creative/Design","brands, to build",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Sociology and Economics,False,False,True,False,True,False,"Creativity, Social Media, Communication, English","Digital Marketing, Consumer Behavior, Summer Program",Business,"consumer trends, to innovate",Faculty of Economics & Business Administration,BS,Marketing,Multiple branches
Life Science,True,True,False,False,False,False,"Problem Solving, Soil Science, Chemistry, Mechanics, Microsoft Office","Irrigation Systems, IELTS",Hands-on/Field,"machinery, to research",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,False,False,"Biology, Chemistry, Problem Solving, French, English","Soil Mechanics, Summer Program",Hands-on/Field,"sustainability, to research",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,False,False,"Problem Solving, Mathematics, Mechanics, Research","Irrigation Systems, Plant Pathology, First Aid","Hands-on/Field, Lab/Research","crops, career",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,False,False,"Mechanics, Problem Solving, French","Plant Pathology, Crop Science, chair Workshop",Hands-on/Field,"crops, to create",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,False,False,"Soil Science, Chemistry, Research, Arabic","Soil Mechanics, Crop Science, ICDL","Hands-on/Field, Lab/Research","farming technology, to help people",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,False,False,"Chemistry, Problem Solving, English, Arabic","Soil Mechanics, Irrigation Systems, Summer Program",Hands-on/Field,"farming technology, to create",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,True,False,True,"Problem Solving, Chemistry, Mechanics, Mathematics, French","Agricultural Machinery, defense Workshop","Hands-on/Field, Lab/Research","innovation, to lead",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,False,False,"Mechanics, Soil Science, Microsoft Office","Agricultural Machinery, First Aid",Hands-on/Field,"sustainability, to help people",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,False,False,"Mechanics, Biology, Problem Solving, Mathematics, English, Research","Agricultural Machinery, ICDL","Hands-on/Field, Lab/Research","crops, to build",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,False,False,"Mechanics, Biology, Mathematics, Soil Science, English, Arabic","Soil Mechanics, TOEFL",Hands-on/Field,"crops, to understand",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,True,False,False,"Soil Science, Biology, Mathematics, Mechanics, Communication","Plant Pathology, TOEFL",Hands-on/Field,"food production, to create",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,False,False,False,False,True,"Chemistry, Biology, Mathematics, Problem Solving, English","Crop Science, Irrigation Systems, Summer Program",Hands-on/Field,"food production, to innovate",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,False,False,"Mechanics, Soil Science, Chemistry, Time Management","Soil Mechanics, IELTS","Hands-on/Field, Lab/Research","innovation, to build",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,False,False,"Mathematics, Soil Science, Problem Solving, Mechanics, Research, French","Agricultural Machinery, TOEFL","Hands-on/Field, Lab/Research","farming technology, career",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,False,False,False,False,False,"Chemistry, Mechanics, Problem Solving, Mathematics, French, Time Management","Agricultural Machinery, Plant Pathology, First Aid","Hands-on/Field, Lab/Research","sustainability, career",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,False,False,False,False,False,"Chemistry, Biology, Mathematics, Problem Solving, Arabic","Soil Mechanics, Agricultural Machinery, Summer Program",Hands-on/Field,"crops, to help people",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,True,False,False,False,"Biology, Mathematics, Communication","Soil Mechanics, Plant Pathology, First Aid","Hands-on/Field, Lab/Research","farming technology, career",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,False,False,"Chemistry, Mechanics, Research","Crop Science, Soil Mechanics, Summer Program",Hands-on/Field,"crops, to help people",Faculty of Agronomy,"BSc, MSc, PhD",Agricultural Engineering,Distributed across branches
Life Science,True,True,False,False,True,False,"Plant Science, Data Analysis, Chemistry, Communication","Crop Production, Agricultural Economics, onto Workshop","Hands-on/Field, Lab/Research","plants, to create",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,False,False,"Research, Biology, Chemistry, Plant Science, French, Time Management","Crop Production, TOEFL",Hands-on/Field,"crops, to understand",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,True,False,"Biology, Chemistry, Communication","Crop Production, Entomology, First Aid",Hands-on/Field,"soil, to build",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,True,False,"Plant Science, Biology, Sustainability, Time Management, Arabic","Crop Production, ICDL",Hands-on/Field,"sustainable agriculture, to innovate",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,True,False,"Research, Plant Science, Time Management","Entomology, Soil Science, First Aid","Hands-on/Field, Lab/Research","plants, to build",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,True,True,"Biology, Data Analysis, Chemistry, Sustainability, Microsoft Office, French","Plant Genetics, Crop Production, TOEFL",Hands-on/Field,"crops, career",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,True,True,False,"Plant Science, Research, Time Management","Soil Science, First Aid",Hands-on/Field,"crops, to research",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,False,False,False,True,False,"Research, Chemistry, Data Analysis, Sustainability, Arabic","Agricultural Economics, list Workshop",Hands-on/Field,"crops, to understand",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,True,True,"Chemistry, Research, Plant Science, Biology, Microsoft Office","Entomology, First Aid",Hands-on/Field,"sustainable agriculture, to innovate",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,False,False,"Chemistry, Sustainability, Microsoft Office, Arabic","Agricultural Economics, Summer Program",Hands-on/Field,"research, to help people",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,True,False,"Research, Biology, Sustainability, Plant Science, Time Management, Communication","Entomology, hold Workshop","Hands-on/Field, Lab/Research","soil, to lead",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,True,False,"Research, Chemistry, Data Analysis, Arabic","Agricultural Economics, Summer Program",Hands-on/Field,"research, to build",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,True,False,"Sustainability, Biology, Plant Science, Arabic, French","Agricultural Economics, Summer Program",Hands-on/Field,"plants, to innovate",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,False,False,False,True,False,"Plant Science, Biology, Research, Data Analysis, Microsoft Office","Entomology, IELTS",Hands-on/Field,"research, to research",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,True,False,"Sustainability, Data Analysis, English, French","Agricultural Economics, Crop Production, cut Workshop","Hands-on/Field, Lab/Research","food security, to understand",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,False,False,"Plant Science, Sustainability, Chemistry, Data Analysis, Arabic","Plant Genetics, Entomology, Summer Program",Hands-on/Field,"sustainable agriculture, to build",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,False,False,"Sustainability, Chemistry, Biology, Research, French","Crop Production, Entomology, TOEFL",Hands-on/Field,"sustainable agriculture, to lead",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,True,True,False,False,True,False,"Plant Science, Chemistry, French","Plant Genetics, Summer Program",Hands-on/Field,"research, to understand",Faculty of Agronomy,"BSc, MSc, PhD",Agronomy,Distributed across branches
Life Science,False,True,True,True,False,True,"Mathematics, Biology, Communication, Research","Biochemistry, ICDL","Lab/Research, People-centric/Teaching","wellness, to build",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,True,False,True,"Biology, Attention to Detail, Arabic","Pharmaceutics, Biochemistry, Summer Program",Lab/Research,"chemistry, career",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,False,False,True,"Mathematics, Biology, Attention to Detail, Research, English","Medicinal Chemistry, Pharmacotherapy, back Workshop","Lab/Research, People-centric/Teaching","research, to build",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
